profile_a,profile_b,paired_symbol_count,mean_gap_diff_a_minus_b,diff_ci_low,diff_ci_high,diff_ci_width,p_value_two_sided,p_value_profile_a_better,p_value_profile_b_better,profile_a_better_significant,profile_b_better_significant
base,candidate,2,-0.030000000000000027,-0.050000000000000044,-0.010000000000000009,0.040000000000000036,0.5,1.0,0.25,False,False
