symbol,profile,profile_slug,symbol_rank,avg_equity_gap,walkforward_avg_policy_final_equity,walkforward_avg_buy_and_hold_equity,walkforward_report_path,visual_report_path,symbol_pairwise_csv_path,symbol_pairwise_html_path
AAPL,base,base,1,-0.33832186910193784,0.8424516835717826,1.1807735526737204,/Users/vincentcoghlan/work/mekubbal/logs/profile_matrix_fast/symbols/aapl/reports/walkforward_base.csv,/Users/vincentcoghlan/work/mekubbal/logs/profile_matrix_fast/symbols/aapl/reports/profile_base.html,/Users/vincentcoghlan/work/mekubbal/reports/pairwise_significance.csv,/Users/vincentcoghlan/work/mekubbal/reports/pairwise_significance.html
AAPL,candidate,candidate,2,-0.34473640515278603,0.8360371475209344,1.1807735526737204,/Users/vincentcoghlan/work/mekubbal/logs/profile_matrix_fast/symbols/aapl/reports/walkforward_candidate.csv,/Users/vincentcoghlan/work/mekubbal/logs/profile_matrix_fast/symbols/aapl/reports/profile_candidate.html,/Users/vincentcoghlan/work/mekubbal/reports/pairwise_significance.csv,/Users/vincentcoghlan/work/mekubbal/reports/pairwise_significance.html
MSFT,base,base,1,-0.24279466549365303,0.8884981654304545,1.1312928309241075,/Users/vincentcoghlan/work/mekubbal/logs/profile_matrix_fast/symbols/msft/reports/walkforward_base.csv,/Users/vincentcoghlan/work/mekubbal/logs/profile_matrix_fast/symbols/msft/reports/profile_base.html,/Users/vincentcoghlan/work/mekubbal/reports/pairwise_significance.csv,/Users/vincentcoghlan/work/mekubbal/reports/pairwise_significance.html
MSFT,candidate,candidate,2,-0.2609420291786362,0.8703508017454713,1.1312928309241075,/Users/vincentcoghlan/work/mekubbal/logs/profile_matrix_fast/symbols/msft/reports/walkforward_candidate.csv,/Users/vincentcoghlan/work/mekubbal/logs/profile_matrix_fast/symbols/msft/reports/profile_candidate.html,/Users/vincentcoghlan/work/mekubbal/reports/pairwise_significance.csv,/Users/vincentcoghlan/work/mekubbal/reports/pairwise_significance.html
NVDA,base,base,1,-0.6737862715264298,0.82573377871516,1.4995200502415897,/Users/vincentcoghlan/work/mekubbal/logs/profile_matrix_fast/symbols/nvda/reports/walkforward_base.csv,/Users/vincentcoghlan/work/mekubbal/logs/profile_matrix_fast/symbols/nvda/reports/profile_base.html,/Users/vincentcoghlan/work/mekubbal/reports/pairwise_significance.csv,/Users/vincentcoghlan/work/mekubbal/reports/pairwise_significance.html
NVDA,candidate,candidate,2,-0.6765479295610912,0.8229721206804985,1.4995200502415897,/Users/vincentcoghlan/work/mekubbal/logs/profile_matrix_fast/symbols/nvda/reports/walkforward_candidate.csv,/Users/vincentcoghlan/work/mekubbal/logs/profile_matrix_fast/symbols/nvda/reports/profile_candidate.html,/Users/vincentcoghlan/work/mekubbal/reports/pairwise_significance.csv,/Users/vincentcoghlan/work/mekubbal/reports/pairwise_significance.html
